[26-09-2023 22:39:55.558 INFO] - Open correct page
[26-09-2023 22:39:56.009 INFO] - Input email success
[26-09-2023 22:39:56.263 INFO] - Input password success
[26-09-2023 22:39:58.082 INFO] - Input email success
[26-09-2023 22:39:58.296 INFO] - Input password success
[26-09-2023 22:39:59.530 INFO] - Input email success
[26-09-2023 22:39:59.657 INFO] - Input password success
[26-09-2023 22:40:00.864 INFO] - Input email success
[26-09-2023 22:40:00.988 INFO] - Input password success
[26-09-2023 22:40:02.213 INFO] - Input email success
[26-09-2023 22:40:02.409 INFO] - Input password success
[26-09-2023 22:40:03.583 INFO] - Input email success
[26-09-2023 22:40:03.751 INFO] - Input password success
[26-09-2023 22:40:04.925 INFO] - Input email success
[26-09-2023 22:40:05.152 INFO] - Input password success
[26-09-2023 22:40:06.346 INFO] - Input email success
[26-09-2023 22:40:06.493 INFO] - Input password success
[26-09-2023 22:40:07.660 INFO] - Input email success
[26-09-2023 22:40:07.840 INFO] - Input password success
[26-09-2023 22:40:08.986 INFO] - Input email success
[26-09-2023 22:40:09.121 INFO] - Input password success
[26-09-2023 22:40:10.511 INFO] - Input email success
[26-09-2023 22:40:10.771 INFO] - Input password success
[26-09-2023 22:40:11.951 INFO] - Input email success
[26-09-2023 22:40:12.126 INFO] - Input password success
[26-09-2023 22:40:13.295 INFO] - Input email success
[26-09-2023 22:40:13.469 INFO] - Input password success
[26-09-2023 22:40:14.917 INFO] - Input email success
[26-09-2023 22:40:15.116 INFO] - Input password success
[26-09-2023 22:40:16.284 INFO] - Input email success
[26-09-2023 22:40:16.408 INFO] - Input password success
[26-09-2023 22:40:17.460 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
[26-09-2023 22:40:17.472 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
