[26-09-2023 21:39:49.586 INFO] - Open correct page
[26-09-2023 21:39:50.006 INFO] - Input email success
[26-09-2023 21:39:50.232 INFO] - Input password success
[26-09-2023 21:39:51.474 INFO] - Input email success
[26-09-2023 21:39:51.645 INFO] - Input password success
[26-09-2023 21:39:52.808 INFO] - Input email success
[26-09-2023 21:39:52.943 INFO] - Input password success
[26-09-2023 21:39:54.138 INFO] - Input email success
[26-09-2023 21:39:54.257 INFO] - Input password success
[26-09-2023 21:39:55.541 INFO] - Input email success
[26-09-2023 21:39:55.692 INFO] - Input password success
[26-09-2023 21:39:56.891 INFO] - Input email success
[26-09-2023 21:39:57.032 INFO] - Input password success
[26-09-2023 21:39:58.174 INFO] - Input email success
[26-09-2023 21:39:58.310 INFO] - Input password success
[26-09-2023 21:39:59.484 INFO] - Input email success
[26-09-2023 21:39:59.631 INFO] - Input password success
[26-09-2023 21:40:00.797 INFO] - Input email success
[26-09-2023 21:40:00.979 INFO] - Input password success
[26-09-2023 21:40:02.160 INFO] - Input email success
[26-09-2023 21:40:02.293 INFO] - Input password success
[26-09-2023 21:40:03.491 INFO] - Input email success
[26-09-2023 21:40:03.638 INFO] - Input password success
[26-09-2023 21:40:04.828 INFO] - Input email success
[26-09-2023 21:40:05.001 INFO] - Input password success
[26-09-2023 21:40:06.191 INFO] - Input email success
[26-09-2023 21:40:06.358 INFO] - Input password success
[26-09-2023 21:40:07.541 INFO] - Input email success
[26-09-2023 21:40:07.691 INFO] - Input password success
[26-09-2023 21:40:08.884 INFO] - Input email success
[26-09-2023 21:40:09.053 INFO] - Input password success
[26-09-2023 21:40:10.222 INFO] - Input email success
[26-09-2023 21:40:10.367 INFO] - Input password success
[26-09-2023 21:40:11.547 INFO] - Input email success
[26-09-2023 21:40:11.691 INFO] - Input password success
[26-09-2023 21:40:12.839 INFO] - Input email success
[26-09-2023 21:40:12.969 INFO] - Input password success
[26-09-2023 21:40:14.234 INFO] - Input email success
[26-09-2023 21:40:14.361 INFO] - Input password success
[26-09-2023 21:40:15.576 INFO] - Input email success
[26-09-2023 21:40:15.656 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
[26-09-2023 21:40:15.680 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
