[26-09-2023 22:37:31.666 INFO] - Open correct page
[26-09-2023 22:37:32.141 INFO] - Input email success
[26-09-2023 22:37:32.395 INFO] - Input password success
[26-09-2023 22:37:33.603 INFO] - Input email success
[26-09-2023 22:37:33.774 INFO] - Input password success
[26-09-2023 22:37:35.004 INFO] - Input email success
[26-09-2023 22:37:35.133 INFO] - Input password success
[26-09-2023 22:37:36.329 INFO] - Input email success
[26-09-2023 22:37:36.471 INFO] - Input password success
[26-09-2023 22:37:37.699 INFO] - Input email success
[26-09-2023 22:37:37.928 INFO] - Input password success
[26-09-2023 22:37:39.209 INFO] - Input email success
[26-09-2023 22:37:39.396 INFO] - Input password success
[26-09-2023 22:37:40.658 INFO] - Input email success
[26-09-2023 22:37:40.829 INFO] - Input password success
[26-09-2023 22:37:42.038 INFO] - Input email success
[26-09-2023 22:37:42.181 INFO] - Input password success
[26-09-2023 22:37:43.410 INFO] - Input email success
[26-09-2023 22:37:43.568 INFO] - Input password success
[26-09-2023 22:37:44.773 INFO] - Input email success
[26-09-2023 22:37:44.932 INFO] - Input password success
[26-09-2023 22:37:46.131 INFO] - Input email success
[26-09-2023 22:37:46.290 INFO] - Input password success
[26-09-2023 22:37:47.468 INFO] - Input email success
[26-09-2023 22:37:47.625 INFO] - Input password success
[26-09-2023 22:37:48.797 INFO] - Input email success
[26-09-2023 22:37:48.951 INFO] - Input password success
[26-09-2023 22:37:50.140 INFO] - Input email success
[26-09-2023 22:37:50.271 INFO] - Input password success
[26-09-2023 22:37:51.455 INFO] - Input email success
[26-09-2023 22:37:51.606 INFO] - Input password success
[26-09-2023 22:37:52.789 INFO] - Input email success
[26-09-2023 22:37:52.932 INFO] - Input password success
[26-09-2023 22:37:54.143 INFO] - Input email success
[26-09-2023 22:37:54.400 INFO] - Input password success
[26-09-2023 22:37:55.558 INFO] - Input email success
[26-09-2023 22:37:55.708 INFO] - Input password success
[26-09-2023 22:37:56.896 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
[26-09-2023 22:37:56.987 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
