[27-09-2023 09:52:10.280 INFO] - Open correct page
[27-09-2023 09:52:10.431 INFO] - Input email success
[27-09-2023 09:52:10.526 INFO] - Input password success
[27-09-2023 09:52:11.698 INFO] - Input email success
[27-09-2023 09:52:11.796 INFO] - Input password success
[27-09-2023 09:52:12.966 INFO] - Input email success
[27-09-2023 09:52:13.041 INFO] - Input password success
[27-09-2023 09:52:14.222 INFO] - Input email success
[27-09-2023 09:52:14.287 INFO] - Input password success
[27-09-2023 09:52:15.430 INFO] - Input email success
[27-09-2023 09:52:15.536 INFO] - Input password success
[27-09-2023 09:52:16.706 INFO] - Input email success
[27-09-2023 09:52:16.813 INFO] - Input password success
[27-09-2023 09:52:17.997 INFO] - Input email success
[27-09-2023 09:52:18.095 INFO] - Input password success
[27-09-2023 09:52:19.206 INFO] - Input email success
[27-09-2023 09:52:19.284 INFO] - Input password success
[27-09-2023 09:52:20.367 INFO] - Input email success
[27-09-2023 09:52:20.447 INFO] - Input password success
[27-09-2023 09:52:21.474 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
[27-09-2023 09:52:21.486 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
