[27-09-2023 11:07:33.472 INFO] - Open correct page
[27-09-2023 11:07:33.650 INFO] - Input email success
[27-09-2023 11:07:33.769 INFO] - Input password success
[27-09-2023 11:07:34.872 INFO] - Input email success
[27-09-2023 11:07:35.000 INFO] - Input password success
[27-09-2023 11:07:36.106 INFO] - Input email success
[27-09-2023 11:07:36.194 INFO] - Input password success
[27-09-2023 11:07:37.291 INFO] - Input email success
[27-09-2023 11:07:37.386 INFO] - Input password success
[27-09-2023 11:07:38.478 INFO] - Input email success
[27-09-2023 11:07:38.602 INFO] - Input password success
[27-09-2023 11:07:39.702 INFO] - Input email success
[27-09-2023 11:07:39.804 INFO] - Input password success
[27-09-2023 11:07:40.907 INFO] - Input email success
[27-09-2023 11:07:41.018 INFO] - Input password success
[27-09-2023 11:07:42.037 INFO] - ---------- Login_01_Loginsuccessfully Success test ----------
