[26-09-2023 21:38:21.337 INFO] - Open correct page
[26-09-2023 21:38:21.744 INFO] - Input email success
[26-09-2023 21:38:21.919 INFO] - Input password success
[26-09-2023 21:38:23.158 INFO] - Input email success
[26-09-2023 21:38:23.330 INFO] - Input password success
[26-09-2023 21:38:24.544 INFO] - Input email success
[26-09-2023 21:38:24.729 INFO] - Input password success
[26-09-2023 21:38:25.959 INFO] - Input email success
[26-09-2023 21:38:26.101 INFO] - Input password success
[26-09-2023 21:38:27.343 INFO] - Input email success
[26-09-2023 21:38:27.468 INFO] - Input password success
[26-09-2023 21:38:28.614 INFO] - Input email success
[26-09-2023 21:38:28.736 INFO] - Input password success
[26-09-2023 21:38:29.916 INFO] - Input email success
[26-09-2023 21:38:30.050 INFO] - Input password success
[26-09-2023 21:38:31.256 INFO] - Input email success
[26-09-2023 21:38:31.393 INFO] - Input password success
[26-09-2023 21:38:32.597 INFO] - Input email success
[26-09-2023 21:38:32.736 INFO] - Input password success
[26-09-2023 21:38:33.903 INFO] - Input email success
[26-09-2023 21:38:34.053 INFO] - Input password success
[26-09-2023 21:38:35.282 INFO] - Input email success
[26-09-2023 21:38:35.462 INFO] - Input password success
[26-09-2023 21:38:36.550 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
[26-09-2023 21:38:36.651 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
