[27-09-2023 09:52:39.443 INFO] - Open correct page
[27-09-2023 09:52:39.596 INFO] - Input email success
[27-09-2023 09:52:39.692 INFO] - Input password success
[27-09-2023 09:52:40.849 INFO] - Input email success
[27-09-2023 09:52:40.938 INFO] - Input password success
[27-09-2023 09:52:42.116 INFO] - Input email success
[27-09-2023 09:52:42.199 INFO] - Input password success
[27-09-2023 09:52:43.337 INFO] - Input email success
[27-09-2023 09:52:43.408 INFO] - Input password success
[27-09-2023 09:52:44.483 INFO] - Input email success
[27-09-2023 09:52:44.586 INFO] - Input password success
[27-09-2023 09:52:45.682 INFO] - Input email success
[27-09-2023 09:52:45.770 INFO] - Input password success
[27-09-2023 09:52:46.917 INFO] - Input email success
[27-09-2023 09:52:46.996 INFO] - Input password success
[27-09-2023 09:52:48.112 INFO] - Input email success
[27-09-2023 09:52:48.188 INFO] - Input password success
[27-09-2023 09:52:49.348 INFO] - Input email success
[27-09-2023 09:52:49.423 INFO] - Input password success
[27-09-2023 09:52:50.448 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
[27-09-2023 09:52:50.455 INFO] - ---------- Login_01_Loginsuccessfully FAILED test ----------
